owner,repo_name,url,pull_number,stars,total_commits,changed_files,added_lines,deleted_lines,first_commit_sha,merge_commit_sha,base_commit_sha,pr_final_head_sha,author_login,state
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/423,423,1223,3,2,5,2,2c64c97161533aff6cd1bde5f07d9111d2c707d7,7de581d1fbab363df020b2dc4063c724c9c42a4c,2541dcfa57dcd7171fc6f6d232e9b98ca70a38b0,7656076bb8bbc3f53cc5140bfa4f633cb4f8ec57,brentyi,MERGED
llun,feeds,https://github.com/llun/feeds/pull/499,499,39,12,19,1900,333,b82395020fd4b8ffb0c1495ad1215290eef593ab,91943de43a6ba27e83a7acb39cb6c9ce0ff64236,660b32f94f58c54a8211eb3be1be5b52928eab54,9eb8c85631d6f1246af558c844d43d26b2f327ff,llun,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/544,544,126,1,1,0,1,894f07f1fa8b5c4a7c570f9f8fc63d92e18429f0,18c1b98a1d1fe5248c5e2dd40ae1ece484f179b3,3684d4898d4b75b323d189f8c7ac128039f1ab9a,894f07f1fa8b5c4a7c570f9f8fc63d92e18429f0,toyamarinyon,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/567,567,126,1,1,6,1,5b1e3e247790ba7f69af91b8a60b5a3a0aa5f37e,2328305d939569d46824f9688ad97ba56d323c96,f5620802d35f4ce1315e9551eba045e6497a857e,5b1e3e247790ba7f69af91b8a60b5a3a0aa5f37e,toyamarinyon,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/578,578,126,4,8,208,21,60d8f4548228688e4c87c8b654c5a541439192bc,b18fb0896cd7ed1b64390badfb5475c58201178e,cbc13bb0032a1d104bf5ec8375229a8e943ab91d,22911d49cb015c0d29e9eb3ad649b6cf9e1b196f,toyamarinyon,MERGED
coder,coder,https://github.com/coder/coder/pull/17081,17081,9997,2,8,7,14,aa3069eb7693f7541cf3156d84e5b377caf4c3e3,8da568b1320fb9e8ca6b6e8e1423d44205a836f8,e8d5f98edef0dca29040b53a24e96d57983ab4d6,4133eedc9f1d1c49dfa60d0d0112e20782ad4eb1,sreya,MERGED
sakaiproject,sakai,https://github.com/sakaiproject/sakai/pull/13513,13513,1151,1,1,0,1,d5969132dd0a59d4db84b758d19e55e918d53409,8a76f5f0ed598f5a456d93569f7f2d8b10964797,f9442de0917a9a438f14d7db9ec7dee158ed6c3a,d5969132dd0a59d4db84b758d19e55e918d53409,ottenhoff,MERGED
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/82,82,990,2,4,68,1,5278bf1291cda02675a91d4e1b21de529da0ad13,04cab249c0a0279545a2a80a8029c2ac63592691,b0bf0e21652a85fcd4a10e57e47f52c7f3345dd5,8a8b761fdabf11b6518a42aa6685a2c1b5e1b776,natolambert,MERGED
axelclark,ex338,https://github.com/axelclark/ex338/pull/1355,1355,24,1,6,14,29,4dcdc507df57aa8c7305e9588af5cef9a682075c,6afd29c138c90279a75ea274a4f8a79b17e924ca,824b9158583f5cf060255c0a69ce4425553c91b4,4dcdc507df57aa8c7305e9588af5cef9a682075c,axelclark,MERGED
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/425,425,1223,1,1,1,1,496a15b9c3a08f2399def24358722e1e057c18bf,734a4b6bab9e8debac5604d541491e236de23daf,7de581d1fbab363df020b2dc4063c724c9c42a4c,496a15b9c3a08f2399def24358722e1e057c18bf,brentyi,MERGED
C-Loftus,talon-ai-tools,https://github.com/C-Loftus/talon-ai-tools/pull/173,173,69,1,2,32,9,521058950098c5fdf76f17d991a1b77cd54c1fdd,4bebd3e54170e8cbcf93d15179af73ff473c7d63,05e2e1370ea31048459d99a4011b3987908850f5,521058950098c5fdf76f17d991a1b77cd54c1fdd,wolfmanstout,MERGED
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/82,82,29,2,7,208,121,2a4691854221ddd3ef298a1cf22e12b0be9e9d79,4e1af623e3f703eea67123367c44a76f9af60abb,35a5ebacbc9f9589df6c4752d9586619cb3845a5,8d4f400bbaa6f351cbc4f956800b2d51ab7d3ecc,hkusu,MERGED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1799,1799,250,1,4,71,22,f16abfd01df0bf91f43734e66c79bc7e55b4f3ad,2164b2297bcadab6bcc273195d8433ee727b9378,d634ccba16887f6005214daf6f423b4047fb1a09,f16abfd01df0bf91f43734e66c79bc7e55b4f3ad,johnjosephhorton,MERGED
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/424,424,1223,1,2,7,5,feea22a5b94f050a4cc44eae0ae9a9fa9a81ed2e,2541dcfa57dcd7171fc6f6d232e9b98ca70a38b0,57aebd7e45cdca10f84f33f024622fec04a3c310,feea22a5b94f050a4cc44eae0ae9a9fa9a81ed2e,brentyi,MERGED
waldzellai,waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/27,27,109,1,4,6078,5,d2dc2065273f3d84ec9041a0f85617b88fb249b0,9f46d9b3a674d1f25fdba530aaad11bf9cca08c8,e36e74a4e39e0c79da72b8b521fecd5963d9454f,d2dc2065273f3d84ec9041a0f85617b88fb249b0,glassBead-tc,MERGED
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/112,112,16,1,17,1499,795,4491631e620781ed7ec3781fd25aa8e4c65fea22,3291675c5d3cfdd8aedf8a0a6d37347e1e7419e2,ace400b38fd4f8721c1a7d57e05bb07e8ea1a0ab,4491631e620781ed7ec3781fd25aa8e4c65fea22,huntcsg,MERGED
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/839,839,18,1,1,13,2,02a1ca17ade525c65a6fdbac1817be26bb83d6d0,340d09bc4750b0716ff6ec81a9afb78219b6fc36,62330a3f3ff6d281a3cf7aa87fb58c6cd0be0939,02a1ca17ade525c65a6fdbac1817be26bb83d6d0,bfollington,MERGED
cloudflare,workerd,https://github.com/cloudflare/workerd/pull/3819,3819,6767,1,1,50,0,e6aa4b31b990e1c2289aafcf7903af15d70f5123,0826b22de9b242627f2979655f148f368805760d,4c7490c785a716a4f8093454e81fba1bcc08df05,e6aa4b31b990e1c2289aafcf7903af15d70f5123,danlapid,MERGED
defog-ai,defog-python,https://github.com/defog-ai/defog-python/pull/83,83,48,3,2,25,12,65e536e0476bda4285fb9f836ef48cf347fec84e,910931aefcf44dac68a8fc2dd32fd4d0815492fe,a93cf55d6ca99a24aa19977322543aca5ea4103a,aae05eb42d86e7826b03db1d55f1127f4545c220,rishsriv,MERGED
qltysh,qlty,https://github.com/qltysh/qlty/pull/1589,1589,2655,1,8,26,19,f1cc11a3c0eff18e37f4c8cb868c69946332c10d,0f850b2af243127e1c96761f6f8b397f9d968235,3441e814f42494ac9fb84ee36b8371d0c234fb0c,f1cc11a3c0eff18e37f4c8cb868c69946332c10d,brynary,MERGED
qltysh,qlty,https://github.com/qltysh/qlty/pull/1587,1587,2655,2,2,107,20,c79ca82887b9e335513afa7e7effab77bff2eb9b,b1d262d59b547338429f1e8dbaa255d0046c0acb,75cc60e9c6af359517d160f33d8bb5b4ea69f0d4,3192691fa93cdd0fa0849deed626f439b4918d7b,brynary,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/481,481,126,2,1,60,13,9bf6a3691bc5c4ff1f0414688d6777a8ee0c585b,3cd7f97906caf22ab6516714b49fce7cbe8205b7,a485c0c311671c300aa7ca0105ef424b52d5e25d,a7565417fe083c8e0e0165317f62662563ee727b,toyamarinyon,MERGED
waldzellai,waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/25,25,109,1,1,10,1,b4e6caf2466bdf19997ba1baf6c42fdc93d0dfc8,c54def9622ad34957542b8f8a0d4f5a8cf0fcf0d,306edcb8046fc58754e8e46c081daa4d5f111ee3,b4e6caf2466bdf19997ba1baf6c42fdc93d0dfc8,glassBead-tc,MERGED
waldzellai,waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/24,24,109,2,1,3,1,832d03e37c2b3be934b6cdc32ed2182d07020ff8,306edcb8046fc58754e8e46c081daa4d5f111ee3,62ec6a3a62067f49242dc958e47c8748187a6d13,ccbb14e476bfebfba414f7622d2a5df3ea0b7c39,glassBead-tc,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/501,501,126,1,3,168,0,ba9712838c711faaef9799068439cc1ed9861c57,dae6435a9b37eaffca6e07482ee25b77b8dd3d76,9c0a8a350c6b1aa303de3a72f5fcf7fecae0fcb8,ba9712838c711faaef9799068439cc1ed9861c57,toyamarinyon,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/571,571,126,9,12,179,10,b311d04d94f4ec9fc60ec30229c87dcbddafbcf5,4b93bc0def1e5f4e4e2af7f8a857a008aa89c119,2328305d939569d46824f9688ad97ba56d323c96,58970dcf6ba9a31b4995bfe8455e2039df79eb2d,toyamarinyon,MERGED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1802,1802,250,5,5,981,275,1f45bdc4a61871796b1f3adeb82bb2623e386028,1e7b32549001e78430592b03411d3069a6e231f6,099e32a3a18c29755c2bc98629bfe73ef8bed627,ef48abfb846be441721021946d8e04f8c993df66,johnjosephhorton,MERGED
waldzellai,waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/23,23,109,1,135,11,38841,05c9e150c1edf421181a69ede5254dff7a60f968,62ec6a3a62067f49242dc958e47c8748187a6d13,31a9c0fc7952ba4a7e17e8bd9dcbb13869089137,05c9e150c1edf421181a69ede5254dff7a60f968,glassBead-tc,MERGED
brentyi,tyro,https://github.com/brentyi/tyro/pull/276,276,646,5,4,31,56,7925ffaedeb6776f70ee58d81129ba4553e434a2,54e4a834a8a3be00ff35bda8b0e7883ee13d981a,eeaf4cd97f64bca2c2a598728f4e6f173873a1bc,4c6362e87b91c4b0610830397b2d523455325d71,brentyi,MERGED
waldzellai,waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/28,28,109,1,3,38,50,6bb7cfdda46d3f3b9848577ac843ad5395b7be1a,ff5040862269bb58c7744f71b19ce4be9636ff6b,9f46d9b3a674d1f25fdba530aaad11bf9cca08c8,6bb7cfdda46d3f3b9848577ac843ad5395b7be1a,glassBead-tc,MERGED
etalab,admin_api_entreprise,https://github.com/etalab/admin_api_entreprise/pull/1835,1835,11,1,2,34,1,002dbdd6f847fe960c4edd9aa075cb42be71bce0,6de320cb4f92295ad73e92c69e9b5b0dbe246c50,04ab004a0c1579bb443a11073dd188b4d80f5bea,002dbdd6f847fe960c4edd9aa075cb42be71bce0,skelz0r,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/556,556,126,1,1,2,0,602fd0f61c33c1408e6ce77585953ca308329c72,2050281196af4870736564dbe42a2cf349e83439,d1d7fc90d96a2be589257c4ae33844912fb5f088,602fd0f61c33c1408e6ce77585953ca308329c72,toyamarinyon,MERGED
coder,coder,https://github.com/coder/coder/pull/17035,17035,9997,42,187,650,531,5df49f9e2e29665f71bbfb0dd0d1631dcf6f58a3,17ddee05e594eac4025ba169ebce5914c4b3153a,c131d01cfd85025490064006dc68ccc202de8ec8,3afeb9083cb7cace360c1aa9bfef56920ddee03b,sreya,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/566,566,126,1,1,7,7,d358e93919ff1354eaf51be8637cbf53eb442917,4b5625b761143d586339e6d39ab5c8ea5ded3369,f5620802d35f4ce1315e9551eba045e6497a857e,d358e93919ff1354eaf51be8637cbf53eb442917,toyamarinyon,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/508,508,126,3,1,112,105,eab5b7f30f16b05ae05b51d4345b04ddeb0aca09,f5620802d35f4ce1315e9551eba045e6497a857e,03b9ecda0258dc0e12fabbf55f138505a30fd9fa,68e3671ada5b09109f24537fe02cfa163c853fa2,toyamarinyon,MERGED
ltwlf,json-diff-ts,https://github.com/ltwlf/json-diff-ts/pull/217,217,135,1,1,1,1,5920358a8437b83596c2290ebbe05930fcbc9268,6d2cbddce04437ce4e21abdce7bdad65750f1c19,49893fbd044d36685bf5971c8fa469f3890a243c,5920358a8437b83596c2290ebbe05930fcbc9268,ltwlf,MERGED
qltysh,qlty,https://github.com/qltysh/qlty/pull/1592,1592,2655,6,2,11,4,e63e00109ef7e7878c5fb8c3937de4784e8f87bd,78160c63c765a671def535fa8940d18eed2b052e,3441e814f42494ac9fb84ee36b8371d0c234fb0c,fe9cee2fd79be8481e4fad696691abb6b2f92477,brynary,MERGED
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/74,74,29,9,17,465,375,a8c3ff22be79b53a0490571a8d3b550ca8e695dc,4efa33a92d17ac4bc61d3f7357893b626f4c6c00,d0cee59da4c20023d2583251ede7ba4a69c7ed07,acfb009a1bd08fc6150c3d55721e0fca7235aafd,hkusu,MERGED
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/92,92,868,5,14,1103,489,4492fa4ca6d3ce28c69e54d9b83a244e11993885,9dd3a5b7569aec470d3043df3d79ecb358adbc1e,0f3bec562ba6c751886e1204d46f9c297032c5b7,314b89893a077dc4ce8132760b31ce78bcd8d0b3,SpirusNox,MERGED
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/421,421,1223,2,25,318,304,9b8429ad6f8904c042bafb3b37513da4715c4085,f3a13025d203974389633e1887581e5c73dff0f8,90c2aad9dca020a894edf04acc0fb541c03757a0,ce56a0247b692c63250c5f6399cc546d6b8ce7f6,brentyi,MERGED
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/875,875,18,2,2,29,14,bb0ae6284a4c452135af6a391fec71f171bb96ba,fbbe11bd2e53fcdc2df606f4a0d6425dbe7939a2,cee6c959c46af846fab7866cacee51ca849144c1,e6095e5aa821b04d11c835c466beef40909454b2,bfollington,MERGED
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/909,909,18,7,6,844,1,08217f72406fce34755513f73fa6a990df4a4b7c,369ce3748ef3d550d1930edc9e278f5cb2a5beea,c2c82860cc17962c9e89e468f37ae05fb51309b2,d97fbff562dd843f9597fab1d4da67334320ab0d,bfollington,MERGED
waldzellai,waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/29,29,109,1,3,43,4,24325023e815485ed82f2a8312a10990819d44cd,f26fcf6672653c8639b13ba5b35ad1e73039fefb,ff5040862269bb58c7744f71b19ce4be9636ff6b,24325023e815485ed82f2a8312a10990819d44cd,glassBead-tc,MERGED
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/887,887,18,2,2,85,11,d0c813795cd37939a8d9d66b75d5512c5419990d,e03d358780a57f26bdbd827824112e01a8a0aec5,b49f606440c66e16a35267b63e0ea171e5b857a4,fef3da1d977a57ef876873309277da85813db3f6,bfollington,MERGED
coder,coder,https://github.com/coder/coder/pull/17132,17132,9997,5,2,75,2,0fcce5f8c25e6da6b5a33b04677c5a4ac3cb95b2,5bd2a3f1906a8f19ff1077d24319470759191b6e,7d4b3c863463da6d3dde73afdc5b040ddb2aa53a,4fe7e668ce41bf8e56c469d601c89e7ecc3269b2,ericpaulsen,MERGED
shandley,awesome-virome,https://github.com/shandley/awesome-virome/pull/46,46,36,1,1,58,58,23476f3b46bd71c09154c03517d1419f1257cb30,8379765d60db9ea3cdbb894efccb6308946a418f,98722c927c5c69da46e4916be590bb23d5033756,23476f3b46bd71c09154c03517d1419f1257cb30,shandley,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/555,555,126,4,4,38,9,ce89a72151c3a2046991ef4d2192a4e287feb065,4b754b53d130c12373461d09b1e4989b64bcba95,333ddafbe91b4e586d0d6da41788e79f36ea694e,965946bc0a991a0e7fe94b53a370d1b635f63c67,toyamarinyon,MERGED
shandley,awesome-virome,https://github.com/shandley/awesome-virome/pull/45,45,36,1,1,5,5,4d9c93a581447ff00af267af98a08939873e6782,98722c927c5c69da46e4916be590bb23d5033756,5d58ecb467dbc89938b2a26c135233d79209a915,4d9c93a581447ff00af267af98a08939873e6782,shandley,MERGED
brentyi,tyro,https://github.com/brentyi/tyro/pull/280,280,646,4,21,39,69,fd504c74be49a2c97f620cee924ba3cc868683c1,eeaf4cd97f64bca2c2a598728f4e6f173873a1bc,a97163ea73a0f9574a2adb4f8e61e2ded9825b1c,281b5656d19478457418fe6040cf919a19451fd5,brentyi,MERGED
shandley,awesome-virome,https://github.com/shandley/awesome-virome/pull/6,6,36,4,7,1444,230,6e2e75cb0537a8652a1a510743243886390e3199,e313acf3bc9c018adca4576fe5b41d955701d29b,363b975410f19daa6ff94ffbc2034cc1eb076925,7aa808e8873c8cac542a5d26cca0403b4a588303,shandley,MERGED
waldzellai,waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/20,20,109,2,15,7357,245,2b9c1f5d1496e63674cce23072e0d1e235454e2e,27992ab7d498964a3076fdcb28947a7cdfcee019,b68ab6b1bdb15568b91fc57e28c3c1c7ca726a3e,c5866ae03be73c86d353a0025f05a8c16feef49f,glassBead-tc,MERGED
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/89,89,868,1,2,35,9,5f27f289f53b9e3bdd1704e351fba078169cd37e,300f3471b6d921e6da5770c55cdab799b3790856,c8e16a7b0b4bf570a42d0e5e1fe79899a3fd4180,5f27f289f53b9e3bdd1704e351fba078169cd37e,SpirusNox,MERGED
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/88,88,868,1,6,132,84,4492fa4ca6d3ce28c69e54d9b83a244e11993885,c8e16a7b0b4bf570a42d0e5e1fe79899a3fd4180,b488e354ed82d570a43a7f81602d11fa726fdca4,4492fa4ca6d3ce28c69e54d9b83a244e11993885,SpirusNox,MERGED
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/90,90,868,1,2,49,0,1e02c388c270f9af0dd4685e726f0ab5d64e37ca,6fb9d7b4af254b204ccd3121455bcd3eac03943b,300f3471b6d921e6da5770c55cdab799b3790856,1e02c388c270f9af0dd4685e726f0ab5d64e37ca,SpirusNox,MERGED
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/837,837,18,4,2,129,7,7d2477842c849a6dba14c59611342181b4049cff,97a4172aa59fee960a880319fe8d205465356ecd,62330a3f3ff6d281a3cf7aa87fb58c6cd0be0939,3b96c23c0bd68e1c21b02ff19ecb6bf1768bcda3,bfollington,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/513,513,126,1,3,54,25,7bcfafa54212dad757d6491c8cc81512619a4f9d,793a908c8a12b680c16bb2147867f22a9ad6e8e0,90e9e9e116fd41030e023828f9ea1914419a1bd9,7bcfafa54212dad757d6491c8cc81512619a4f9d,toyamarinyon,MERGED
shandley,awesome-virome,https://github.com/shandley/awesome-virome/pull/42,42,36,1,1,98,0,e1432dda5baf7d75bf3621a2015b2435947fc30c,faffb3bf873be52fda23b3b58450c87692a59511,e56154cdacae4187327ca223d5a39cd67d268121,e1432dda5baf7d75bf3621a2015b2435947fc30c,shandley,MERGED
proboscis,pinjected,https://github.com/proboscis/pinjected/pull/86,86,14,1,4,37,19,636efe129d2c16252254b0ca91e9fc3215593124,99a726443aa04720f7ed436376d83c017f93424a,c71fa97bf1a70e7368eed62800af7034fe260200,636efe129d2c16252254b0ca91e9fc3215593124,proboscis,MERGED
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/163,163,29,1,1,151,117,5e21858934d83405a8a8d6ebff84991f90d90511,a234f8139fdff9f12c87c784c4ebee67e8f5f04e,9992f8601cd3bfe6aa4e394518f382d742b72bc0,5e21858934d83405a8a8d6ebff84991f90d90511,huntcsg,MERGED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1768,1768,250,1,3,58,3,32994548d19f7d8b9c1c7042e0a353970b85ab1e,728e57f5506217a33064f25a8613a46465a63705,2c169594144ad90931071256991a1f6ae80e6569,32994548d19f7d8b9c1c7042e0a353970b85ab1e,johnjosephhorton,MERGED
llun,activities.next,https://github.com/llun/activities.next/pull/104,104,68,1,2,6,6,be0aa134657c0b2610c9470156c723a03c0fe2da,b2a6791a708f6b1520cabd4bc3b75168c37c50cd,b2281b5c1afd0f4c218770bce760de3bd0dc024d,be0aa134657c0b2610c9470156c723a03c0fe2da,llun,MERGED
proboscis,pinjected,https://github.com/proboscis/pinjected/pull/87,87,14,5,8,410,22,ae1aca8407d635d5b132b9d93a24e6e7164a7f3b,db968e83218df7ef3d3f13d908fd3491195533af,5fbbafef8958b96056ccd461b97973c0ed2bfdb8,19cd8b00268a7ab34f6ccd15dd6e8130da6e7f59,proboscis,MERGED
tomakado,dumbql,https://github.com/tomakado/dumbql/pull/26,26,46,18,19,1122,85,1a46b744aa44b4b161153ed021b75377e0b2562f,8e331b47b4071c30aaeeef05d5f542a185dbe47a,4a892532fe09621b57418d49e48848afae3fb6bd,2a7ae3986ac46d3982e54d92fd587f94cbc7bf12,tomakado,MERGED
evmts,tevm-monorepo,https://github.com/evmts/tevm-monorepo/pull/1587,1587,340,1,1,58,0,5e3df3ac786da156b6f95871db9a7f0e7ae516d1,b627a89932d5e1c28a30a5f8ce60631a32de4737,aa30045ebd39df064f63f6537e6dbd4e2bc1681a,5e3df3ac786da156b6f95871db9a7f0e7ae516d1,roninjin10,MERGED
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30581,30581,32708,1,1,5,1,0a0f14281053ba7e13a322d29838324bd3262bf3,e90b0ca2a16628a48eff889ea17a0623a64ef9b4,c03f339ecac754a634c68573299af8745aa07a54,0a0f14281053ba7e13a322d29838324bd3262bf3,lieut-data,MERGED
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30423,30423,32708,3,2,36,28,409e63d1f4d04859d915eeddd8e5d2d3c2acc494,b1a8810bd8beb2df73094be01f0e7926517543cc,59cd90a36ffcead9bbd3da9e8eb0e625fd0d1921,3d0f6b2e6a8ce32182234d76af6acb2b519d0d36,lieut-data,MERGED
alexfedosov,move-tool,https://github.com/alexfedosov/move-tool/pull/4,4,78,1,2,8,0,2c200ee1aa21cf61e2088c557143760976b9f287,4552bd40350a125a8153bed8d5d4c936aa4df203,fe57e61bc4c5e4423a4dd9918d9b682aa9c95fe7,2c200ee1aa21cf61e2088c557143760976b9f287,alexfedosov,MERGED
defog-ai,introspect,https://github.com/defog-ai/introspect/pull/465,465,322,1,1,39,0,7e9699635910e264f738a4184ae1ca31b2d7a043,14fc15d473918f3a4ca13a186a377a6532812bee,2bf120703cdc711ca5fd6f96b2a4c6bfb51da895,7e9699635910e264f738a4184ae1ca31b2d7a043,rishsriv,MERGED
pymc-devs,pytensor,https://github.com/pymc-devs/pytensor/pull/1250,1250,466,9,2,219,0,12598e3a160e94d7c6a448de67b3d62bf1a1f610,3bd1bcf60b89dfd09360f7fa28b559f565cc4338,89d5366c888f430003aa6f16a13ad9cdd2826d95,6ff7a0e5e7b1b3bb025a0642be6ce43e972feadb,twiecki,MERGED
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30463,30463,32708,6,1,86,26,02f9325a04e042b98f6bed69a48add72142f5d22,9aa4818c71da87002f3e5e825ac26afa2891983f,59cd90a36ffcead9bbd3da9e8eb0e625fd0d1921,22d0b2928cd73f229b86e99adb37369c4d1cc217,lieut-data,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/562,562,126,3,5,94,21,ac6e7eebe0928228671883321083aae916d2469c,03b9ecda0258dc0e12fabbf55f138505a30fd9fa,176a42f4945649712fb4448bb9f43269b3d94621,e1f01585f58302ff8ae58f8ff8646efa7ca927b0,toyamarinyon,MERGED
dominikszopa,fundraising-website,https://github.com/dominikszopa/fundraising-website/pull/86,86,16,2,12,199,26,7a95f4383e821e005f4b6f43cd70921f91d8ed42,f79b1e5fb70ed878732ec46c9501bbd9a63fce04,3f26c5b5a82d03ae2bdadfe2adbc2655b2a6a9e9,b88be878ea923c000c4e8857b2e4fd10c9eaa422,dominikszopa,MERGED
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/545,545,126,11,5,24,7,894f07f1fa8b5c4a7c570f9f8fc63d92e18429f0,41c23ca35a53acff083e85f6b52c9ca640afbfa1,3684d4898d4b75b323d189f8c7ac128039f1ab9a,79db05ab79ca8fbbc101cb4def82c91dae6732df,toyamarinyon,MERGED
prescient-design,cortex,https://github.com/prescient-design/cortex/pull/17,17,41,5,16,541,481,d1e6e374060fae569fe910c6d7d36d6f98ad9084,c723bfbeb66812da73f755ea0afab22f1c71aff7,b7b1affbf6aa10a1d49c6096601194a04915c0f5,26967a922545d81f2837d02fa23911613b5809e4,samuelstanton,MERGED
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1783,1783,250,1,3,76,4,702030985872700d9dae3dbd471f875c3f46f323,8b339ec7ae2458b4f0370f0eaba1e1c07bdc58c6,8883aea1765efdbbbf5e6d18b534afe9b023b384,702030985872700d9dae3dbd471f875c3f46f323,johnjosephhorton,MERGED
brentyi,tyro,https://github.com/brentyi/tyro/pull/274,274,646,3,3,61,10,5ade63931536b67bf14df91d495c083da0f98e21,92aba8e0260854523e7a99293e96d78d91ac6fef,eddd0cd1a5d0cc0070184f0737a8d56e770019ea,7880865f28fa556dfdc683445d91ce413eea7254,brentyi,MERGED
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/91,91,868,1,5,887,396,314b89893a077dc4ce8132760b31ce78bcd8d0b3,7bb52d1beb3b4f5b91f6b50ae86e4d2b32d51eb5,6fb9d7b4af254b204ccd3121455bcd3eac03943b,314b89893a077dc4ce8132760b31ce78bcd8d0b3,SpirusNox,MERGED
brentyi,tyro,https://github.com/brentyi/tyro/pull/275,275,646,8,4,103,8,cce44dd8a03793e68223b51a3a0846178398f13e,a97163ea73a0f9574a2adb4f8e61e2ded9825b1c,92aba8e0260854523e7a99293e96d78d91ac6fef,0c8d2d172373a4ef543dec35df0d7ed0fc8bddf6,brentyi,MERGED
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/568,568,18,2,1,44,0,91f558b38cf641aed6c40d27805fe092080742ad,184bfade1b55689a7d4d89a0bb9a5ed6c3afd2c9,afb15b218498d40d24a4260f29be952e55257b2f,8919cbb6a2c3625a40771f1cb8e8e281c0255630,seefeldb,MERGED
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30421,30421,32708,11,2,135,15,d3bf363609bccecd30cac1cd828676177518949c,eb851684e945bb82b68c86fa2c6b533ce76b8d4e,166a676fe55c0852220bc1c4fbf31aebe26e4532,44d7f7c288a8f0005cbaba7261872b152e1fd255,lieut-data,MERGED
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/122,122,16,1,1,124,0,94dc682b31c8f96e3e28a6871fe0defddecc4b72,6940337937cd6ca12bbd5b0f9eea80947aea3023,94fd33a121d2514d944326160899a96b632945d8,94dc682b31c8f96e3e28a6871fe0defddecc4b72,huntcsg,MERGED
bcpeinhardt,learn_otp_with_gleam,https://github.com/bcpeinhardt/learn_otp_with_gleam/pull/4,4,352,1,4,4,4,4bea6bf0ee6828c6d1b1f6c9462523e47a6ed293,6d8aded3a68e6572b799d09fbd58d20247c5e5a8,681c23174fb24d0f7e92ca581fd71306eb4d3063,4bea6bf0ee6828c6d1b1f6c9462523e47a6ed293,bcpeinhardt,MERGED
shandley,awesome-virome,https://github.com/shandley/awesome-virome/pull/43,43,36,1,1,55,3,088235913c9036bec4a991df4836e3d4b14c63c9,5d58ecb467dbc89938b2a26c135233d79209a915,faffb3bf873be52fda23b3b58450c87692a59511,088235913c9036bec4a991df4836e3d4b14c63c9,shandley,MERGED
